Real,Previsto
323000.0,342982.94088669954
469000.0,365093.23529411765
695000.0,718740.6677018633
830000.0,516944.9917877448
350000.0,200936.93244246475
159000.0,291475.01516683516
70000.0,516944.9917877448
360000.0,200936.93244246475
264000.0,286147.98560700874
450000.0,365093.23529411765
179500.0,200936.93244246475
338000.0,267351.6029645315
240000.0,200936.93244246475
310000.0,200936.93244246475
125000.0,200936.93244246475
440000.0,497401.9864364982
180000.0,286147.98560700874
580000.0,291475.01516683516
249000.0,286147.98560700874
440000.0,365093.23529411765
429000.0,365093.23529411765
334000.0,200936.93244246475
275000.0,267351.6029645315
818000.0,714538.4615384615
750000.0,286147.98560700874
265000.0,365093.23529411765
474000.0,291475.01516683516
279000.0,200936.93244246475
1100000.0,785353.2034632035
358000.0,753897.339055794
600000.0,516944.9917877448
169900.0,267351.6029645315
1750000.0,798450.7593880389
150000.0,286147.98560700874
210000.0,200936.93244246475
466000.0,795787.4549549549
260000.0,365093.23529411765
235000.0,342982.94088669954
185000.0,200936.93244246475
335000.0,286147.98560700874
27500.0,267351.6029645315
1085700.0,718740.6677018633
92500.0,286147.98560700874
450000.0,200936.93244246475
640000.0,365093.23529411765
380000.0,497401.9864364982
350000.0,497906.2417582418
499000.0,516944.9917877448
54990.0,200936.93244246475
395000.0,365093.23529411765
222000.0,286147.98560700874
40000.0,200936.93244246475
1450000.0,1265740.49122807
315000.0,516944.9917877448
80000.0,516944.9917877448
370000.0,365093.23529411765
240000.0,798450.7593880389
605000.0,342982.94088669954
243500.0,365093.23529411765
97000.0,286147.98560700874
680000.0,286147.98560700874
562000.0,718740.6677018633
180000.0,267351.6029645315
475000.0,342982.94088669954
166000.0,398676.9759450172
1180000.0,684041.4696969697
220000.0,267351.6029645315
245056.0,403101.6424242424
770000.0,570352.2276785715
475000.0,286147.98560700874
425000.0,718740.6677018633
85000.0,200936.93244246475
249000.0,403101.6424242424
280000.0,403101.6424242424
393956.0,525149.3953488372
270000.0,267351.6029645315
210000.0,200936.93244246475
750000.0,365093.23529411765
1490000.0,921057.9831932773
575000.0,516944.9917877448
255000.0,267351.6029645315
159500.0,200936.93244246475
2150000.0,1524177.8839779005
650000.0,358226.3082706767
459000.0,497401.9864364982
400000.0,753897.339055794
1550000.0,516944.9917877448
850000.0,365093.23529411765
295000.0,311228.07042253524
630700.0,615145.5454545454
210000.0,365093.23529411765
335000.0,286147.98560700874
350000.0,523130.54054054053
40000.0,200936.93244246475
197000.0,286147.98560700874
291000.0,365093.23529411765
1000000.0,798450.7593880389
2600000.0,1524177.8839779005
137000.0,200936.93244246475
210000.0,365093.23529411765
78000.0,200936.93244246475
399750.0,403101.6424242424
182000.0,200936.93244246475
15000.0,200936.93244246475
499000.0,798450.7593880389
235000.0,626833.0266666666
325000.0,200936.93244246475
470120.0,286147.98560700874
650000.0,525149.3953488372
1008960.0,795787.4549549549
495000.0,286147.98560700874
550000.0,365093.23529411765
470000.0,454090.62152777775
265000.0,267351.6029645315
520000.0,454090.62152777775
750000.0,365093.23529411765
375000.0,286147.98560700874
810000.0,570352.2276785715
359000.0,365093.23529411765
310000.0,412938.3522727273
240000.0,267351.6029645315
258000.0,200936.93244246475
369000.0,342982.94088669954
355000.0,267351.6029645315
470000.0,286147.98560700874
837500.0,1181733.8366197185
1100000.0,1324280.487804878
216000.0,365093.23529411765
400000.0,1324280.487804878
400000.0,403803.02116402116
440000.0,575612.015625
285000.0,286147.98560700874
670000.0,744449.0
140000.0,200936.93244246475
