Index;Type; Price ;Area;Location;Property
7221;T2;160 000,00 €;78;Lisboa;Apartments
7222;T2;259 000,00 €;104;Ilha da Madeira;Apartments
7223;T0;200 000,00 €;49.50;Porto;Apartments
7224;T3;265 000,00 €;66;Porto;Apartments
7227;T4;899 000,00 €;134.95;Lisboa;Apartments
7228;T3;425 000,00 €;205;Faro;Apartments
7229;T3;139 000,00 €;120;Leiria;Apartments
723;T2;305 000,00 €;95;Aveiro;Apartments
7230;T1;205 000,00 €;66;Porto;Apartments
7231;T3;635 000,00 €;174;Porto;Apartments
7232;T1;261 000,00 €;71.30;Porto;Apartments
7233;T3;995 000,00 €;148;Lisboa;Apartments
7234;T2;415 000,00 €;99.13;Set??bal;Apartments
7235;T3;1 000 000,00 €;169.27;Porto;Apartments
7236;T3;225 000,00 €;80;Lisboa;Apartments
7237;T3;215 000,00 €;134;Santar?©m;Apartments
7238;T1;110 000,00 €;79;Beja;Apartments
7239;T2;750 000,00 €;101;Lisboa;Apartments
724;T2;390 000,00 €;97;Aveiro;Apartments
7240;T2;270 000,00 €;103;Set??bal;Apartments
7241;T2;225 000,00 €;69.40;Set??bal;Apartments
7242;T2;275 000,00 €;85;Leiria;Apartments
7243;T3;398 000,00 €;135;Set??bal;Apartments
7244;T2;149 000,00 €;96.80;Porto;Apartments
7245;T3;298 000,00 €;106;Porto;Apartments
7246;T2;200 000,00 €;78.30;Porto;Apartments
7247;T2;249 900,00 €;81;Aveiro;Apartments
7248;T1;259 000,00 €;72.20;Porto;Apartments
7249;T4;265 000,00 €;136;Porto;Apartments
725;T3;330 000,00 €;89.80;Viana do Castelo;Apartments
7250;T4;478 000,00 €;269;Set??bal;Apartments
7251;T4;2 700 000,00 €;107;Lisboa;Apartments
7252;T3;750 000,00 €;107.93;Lisboa;Apartments
7253;T2;185 900,00 €;86;Porto;Apartments
7254;T1;310 000,00 €;60;Porto;Apartments
7255;T3;375 000,00 €;97.80;Lisboa;Apartments
7256;T2;156 000,00 €;101;Porto;Apartments
7257;T3;560 000,00 €;125;Aveiro;Apartments
7258;T1;220 000,00 €;52;Aveiro;Apartments
7259;T2;192 000,00 €;80.28;Viana do Castelo;Apartments
726;T2;312 000,00 €;78;Porto;Apartments
7260;T1;355 000,00 €;90.40;Lisboa;Apartments
7261;T4;510 000,00 €;215;Porto;Apartments
7262;T3;278 000,00 €;136.90;Braga;Apartments
7263;T1;330 000,00 €;66.40;Porto;Apartments
7264;T3;365 000,00 €;125;Set??bal;Apartments
7265;T2;760 000,00 €;97;Lisboa;Apartments
7266;T3;570 000,00 €;74.63;Lisboa;Apartments
7267;T2;425 000,00 €;98;Faro;Apartments
7268;T3;164 900,00 €;170;Santar?©m;Apartments
7269;T1;120 000,00 €;66;Coimbra;Apartments
7270;T1;150 000,00 €;63;Coimbra;Apartments
7271;T3;320 000,00 €;138;Porto;Apartments
7272;T2;189 500,00 €;71;Lisboa;Apartments
7273;T4;1 085 700,00 €;138.90;Lisboa;Apartments
7274;T3;1 350 000,00 €;198.20;Lisboa;Apartments
7275;T4;970 000,00 €;138.50;Lisboa;Apartments
7276;T4;911 000,00 €;138.50;Lisboa;Apartments
7277;T2;368 000,00 €;92.70;Faro;Apartments
7278;T3;2 190 000,00 €;160;Lisboa;Apartments
7279;T2;189 000,00 €;160;Set??bal;Apartments
728;T3;1 080 000,00 €;167.98;Faro;Apartments
7280;T2;189 500,00 €;58;Lisboa;Apartments
7281;T2;249 900,00 €;80;Porto;Apartments
7282;T2;219 900,00 €;79;Porto;Apartments
7283;T2;249 900,00 €;82.20;Porto;Apartments
7284;T2;214 900,00 €;82.20;Porto;Apartments
7285;T2;234 900,00 €;85.70;Porto;Apartments
7286;T2;249 900,00 €;87.90;Porto;Apartments
7287;T2;245 900,00 €;77.90;Porto;Apartments
7288;T2;250 900,00 €;84.50;Porto;Apartments
7289;T2;250 900,00 €;82;Porto;Apartments
729;T2;950 000,00 €;142.68;Faro;Apartments
7290;T2;239 900,00 €;84.90;Porto;Apartments
7291;T2;259 900,00 €;88.50;Porto;Apartments
7292;T2;219 900,00 €;82.60;Porto;Apartments
7293;T2;245 900,00 €;88.50;Porto;Apartments
7294;T2;234 900,00 €;84.90;Porto;Apartments
7295;T2;223 900,00 €;81;Porto;Apartments
7296;T2;218 900,00 €;82.60;Porto;Apartments
7297;T2;215 900,00 €;82.80;Porto;Apartments
7298;T2;199 900,00 €;80;Porto;Apartments
7299;T2;249 900,00 €;84.80;Porto;Apartments
73;T3;235 000,00 €;141;Aveiro;Apartments
730;T3;169 900,00 €;120;Apartamento para comprar: Castelo Branco;Apartments
7300;T2;215 900,00 €;82.20;Porto;Apartments
7301;T2;249 900,00 €;88.50;Porto;Apartments
7302;T2;249 900,00 €;87.90;Porto;Apartments
7303;T2;235 900,00 €;85.70;Porto;Apartments
7304;T1;189 900,00 €;61;Porto;Apartments
7305;T2;255 900,00 €;87.90;Porto;Apartments
7306;T2;239 900,00 €;85.70;Porto;Apartments
7307;T1;214 900,00 €;82.80;Porto;Apartments
7308;T2;234 900,00 €;85;Porto;Apartments
7309;T3;590 000,00 €;172;Set??bal;Apartments
731;T2;200 000,00 €;78.30;Porto;Apartments
7311;T2;475 000,00 €;112;Porto;Apartments
7312;T3;560 000,00 €;123;Lisboa;Apartments
7313;T2;470 000,00 €;110;Lisboa;Apartments
7314;T1;399 000,00 €;49;Lisboa;Apartments
7315;T3;249 000,00 €;120;Porto;Apartments
7316;T2;279 000,00 €;61;Lisboa;Apartments
7318;T2;199 900,00 €;100;Lisboa;Apartments
732;T3;360 000,00 €;141;Braga;Apartments
7320;T2;495 000,00 €;77;Lisboa;Apartments
7321;T3;262 000,00 €;126;Porto;Apartments
7322;T3;595 000,00 €;95;Lisboa;Apartments
7323;T2; Pre?ßosobconsulta ;100.80;Porto;Apartments
7324;T2;495 000,00 €;62;Lisboa;Apartments
7325;T4;495 000,00 €;137;Set??bal;Apartments
7326;T2;273 000,00 €;96;Aveiro;Apartments
7327;T4;895 000,00 €;171.75;Lisboa;Apartments
7328;T3;278 000,00 €;129;Braga;Apartments
7329;T3;995 000,00 €;148;Lisboa;Apartments
733;T2;249 900,00 €;70;Porto;Apartments
7330;T3;845 000,00 €;195;Porto;Apartments
7331;T2;225 000,00 €;74;Set??bal;Apartments
7332;T3;270 000,00 €;100;Leiria;Apartments
7333;T3;720 000,00 €;150;Lisboa;Apartments
7334;T2;495 000,00 €;68;Lisboa;Apartments
7335;T3;595 000,00 €;94;Lisboa;Apartments
7336;T3;235 000,00 €;92.70;Leiria;Apartments
7337;T3;299 000,00 €;108;Porto;Apartments
7339;T2;189 500,00 €;65.50;Lisboa;Apartments
734;T2;162 500,00 €;66;Porto;Apartments
7340;T4;739 990,00 €;179;Lisboa;Apartments
7341;T2;785 000,00 €;100;Lisboa;Apartments
7342;T2;282 000,00 €;119.06;Porto;Apartments
7343;T3;400 000,00 €;148;Porto;Apartments
7344;T3;397 500,00 €;108.35;Porto;Apartments
7345;T2;345 000,00 €;138;Braga;Apartments
7346;T3;1 600 000,00 €;160;Lisboa;Apartments
7347;T3;420 000,00 €;128.10;Braga;Apartments
7348;T2;295 000,00 €;98.90;Braga;Apartments
7349;T1;199 000,00 €;52.40;Braga;Apartments
735;T4;410 000,00 €;154.51;Set??bal;Apartments
7350;T3;860 000,00 €;207;Porto;Apartments
7351;T2;320 000,00 €;105;Aveiro;Apartments
7352;T2;590 000,00 €;166;Porto;Apartments
7353;T1;245 000,00 €;59;Porto;Apartments
7354;T1;464 673,00 €;76;Lisboa;Apartments
7355;T2;355 000,00 €;83;Porto;Apartments
7356;T1;342 900,00 €;76;Porto;Apartments
7357;T1;261 000,00 €;71.30;Porto;Apartments
7358;T1;150 000,00 €;52;Porto;Apartments
7359;T1;342 900,00 €;76;Porto;Apartments
736;T2;162 500,00 €;66.78;Porto;Apartments
7360;T3;265 000,00 €;66;Porto;Apartments
7361;T3;440 000,00 €;121.45;Aveiro;Apartments
7363;T2;725 000,00 €;113;Lisboa;Apartments
7364;T2;895 000,00 €;154;Lisboa;Apartments
7365;T3;535 000,00 €;77.88;Faro;Apartments
7366;T2;187 500,00 €;92;Porto;Apartments
7368;T3;650 000,00 €;114;Porto;Apartments
7369;T2;350 000,00 €;74;Lisboa;Apartments
737;T3;198 000,00 €;115;Set??bal;Apartments
7370;T1;339 500,00 €;50;Lisboa;Apartments
7371;T4;700 000,00 €;160;Porto;Apartments
7372;T3;600 000,00 €;170.20;Aveiro;Apartments
7373;T2;375 000,00 €;117;Porto;Apartments
7374;T3;235 000,00 €;72;Lisboa;Apartments
7375;T4;330 000,00 €;155;Set??bal;Apartments
7376;T5;595 000,00 €;269.40;Leiria;Apartments
7378;T2;249 000,00 €;124;Braga;Apartments
7379;T3;365 000,00 €;163;Leiria;Apartments
738;T2;280 000,00 €;116;Faro;Apartments
7380;T3;635 000,00 €;154.50;Porto;Apartments
7383;T3;1 750 000,00 €;164;Lisboa;Apartments
7384;T5;420 000,00 €;186;Faro;Apartments
7385;T3;580 000,00 €;132;Lisboa;Apartments
7386;T2;685 000,00 €;113;Lisboa;Apartments
7387;T1;339 500,00 €;50;Lisboa;Apartments
7388;T3;395 000,00 €;123;Coimbra;Apartments
7389;T3;810 000,00 €;126;Lisboa;Apartments
739;T3;275 000,00 €;105.50;Porto;Apartments
7390;T3;371 000,00 €;120;Porto;Apartments
7391;T3;840 000,00 €;126;Lisboa;Apartments
7392;T2;375 000,00 €;98;Porto;Apartments
7393;T1;270 000,00 €;55;Faro;Apartments
7394;T4;850 000,00 €;223.50;Porto;Apartments
7396;T2;235 000,00 €;74.33;Set??bal;Apartments
7397;T2;259 000,00 €;82;Porto;Apartments
7398;T2;509 100,00 €;110;Porto;Apartments
7399;T3;485 000,00 €;105;Porto;Apartments
74;T2;191 900,00 €;88.30;Porto;Apartments
740;T1;245 000,00 €;62;Porto;Apartments
7400;T1;339 500,00 €;55;Lisboa;Apartments
7401;T2;198 000,00 €;90;Porto;Apartments
7403;T3;450 000,00 €;88;Lisboa;Apartments
7404;T3;287 000,00 €;116;Porto;Apartments
7405;T3;290 900,00 €;111;Porto;Apartments
7406;T3;219 900,00 €;85.53;Lisboa;Apartments
7407;T4;420 000,00 €;180;Aveiro;Apartments
7408;T3;225 000,00 €;108.80;Porto;Apartments
7409;T2;595 000,00 €;112.50;Lisboa;Apartments
7410;T2;300 000,00 €;60;Lisboa;Apartments
7411;T3;370 000,00 €;161;Lisboa;Apartments
7412;T2;192 000,00 €;85;Porto;Apartments
7413;T1;380 000,00 €;54;Lisboa;Apartments
7414;T3;320 000,00 €;161;Lisboa;Apartments
7415;T2;905 000,00 €;158;Lisboa;Apartments
7416;T2;298 700,00 €;91;Porto;Apartments
7417;T2;178 000,00 €;50;Set??bal;Apartments
7418;T3;325 000,00 €;88;Lisboa;Apartments
7419;T2;195 900,00 €;63;Porto;Apartments
742;T3;300 000,00 €;97;Lisboa;Apartments
7420;T2;490 000,00 €;79;Faro;Apartments
7421;T2;275 641,00 €;79;Porto;Apartments
7422;T2;202 000,00 €;93.50;Porto;Apartments
7423;T2;210 000,00 €;109.35;Porto;Apartments
7424;T1;162 000,00 €;86.90;Porto;Apartments
7425;T1;149 000,00 €;86.90;Porto;Apartments
7426;T3;403 000,00 €;116;Porto;Apartments
7427;T2;285 900,00 €;86;Porto;Apartments
7428;T3;287 000,00 €;116;Porto;Apartments
7429;T1;297 400,00 €;60;Lisboa;Apartments
743;T4; Pre?ßosobconsulta ;315;Lisboa;Apartments
7430;T1;339 500,00 €;50;Lisboa;Apartments
7431;T3;225 000,00 €;95;Set??bal;Apartments
7432;T4;1 025 000,00 €;158.80;Porto;Apartments
7433;T1;339 500,00 €;48;Lisboa;Apartments
7434;T3;649 000,00 €;105;Faro;Apartments
7435;T4;1 025 000,00 €;158.80;Porto;Apartments
7436;T4;1 040 000,00 €;158.80;Porto;Apartments
7437;T2;240 000,00 €;101;Porto;Apartments
7438;T4;1 030 000,00 €;158.80;Porto;Apartments
7439;T4;1 040 000,00 €;158.80;Porto;Apartments
744;T2;240 000,00 €;104;Porto;Apartments
7440;T1;295 000,00 €;63;Lisboa;Apartments
7441;T4;500 000,00 €;200.04;Faro;Apartments
7442;T4;900 000,00 €;158.80;Porto;Apartments
7443;T3;345 000,00 €;112;Set??bal;Apartments
7444;T3;199 000,00 €;90;Set??bal;Apartments
7445;T3;199 000,00 €;84;Set??bal;Apartments
7446;T3;249 900,00 €;116.40;Porto;Apartments
7447;T3;239 900,00 €;112.70;Porto;Apartments
7448;T3;249 900,00 €;116.40;Porto;Apartments
7449;T3;239 900,00 €;112.70;Porto;Apartments
745;T3;565 000,00 €;103.40;Porto;Apartments
7450;T2;259 000,00 €;82;Porto;Apartments
7451;T2;365 000,00 €;112.48;Porto;Apartments
7452;T2;285 900,00 €;82.80;Porto;Apartments
7453;T2;310 900,00 €;85.50;Porto;Apartments
7454;T2;289 900,00 €;86;Porto;Apartments
7455;T2;289 900,00 €;82.80;Porto;Apartments
7456;T2;285 900,00 €;82.80;Porto;Apartments
7457;T2;290 900,00 €;82.80;Porto;Apartments
7458;T2;295 900,00 €;86;Porto;Apartments
7459;T2;290 900,00 €;86;Porto;Apartments
746;T1;160 000,00 €;72;Lisboa;Apartments
7460;T2;295 000,00 €;86;Porto;Apartments
7461;T2;299 900,00 €;85.50;Porto;Apartments
7462;T2;375 000,00 €;113.09;Porto;Apartments
7463;T2;385 000,00 €;107.28;Porto;Apartments
7464;T2;345 000,00 €;114.04;Porto;Apartments
7465;T0;172 000,00 €;35;Porto;Apartments
7466;T3;370 000,00 €;129;Porto;Apartments
7467;T2;400 680,00 €;80;Porto;Apartments
7468;T2;145 000,00 €;127;Santar?©m;Apartments
7469;T2;1 025 000,00 €;92.63;Lisboa;Apartments
747;T1;139 000,00 €;42;Porto;Apartments
7470;T4;1 900 000,00 €;271;Lisboa;Apartments
7471;T2;290 000,00 €;144;Braga;Apartments
7472;T1;188 000,00 €;49;Porto;Apartments
7473;T3;199 000,00 €;96;Set??bal;Apartments
7474;T2;185 900,00 €;86.95;Porto;Apartments
7475;T2;550 000,00 €;95;Lisboa;Apartments
7476;T3;599 500,00 €;152;Aveiro;Apartments
7477;T2;190 900,00 €;87.80;Porto;Apartments
7478;T3;315 000,00 €;80;Aveiro;Apartments
7479;T1;143 900,00 €;65.65;Porto;Apartments
748;T2;355 000,00 €;95;Porto;Apartments
7480;T0;172 000,00 €;35;Porto;Apartments
7481;T3;280 000,00 €;110;Set??bal;Apartments
7482;T2;325 000,00 €;89;Porto;Apartments
7483;T2;325 000,00 €;89;Porto;Apartments
7484;T3;650 000,00 €;130;Lisboa;Apartments
7485;T2;183 900,00 €;86.95;Porto;Apartments
7486;T2;195 000,00 €;69;Faro;Apartments
7487;T0;420 800,00 €;45.76;Set??bal;Apartments
7488;T4;1 340 000,00 €;238;Porto;Apartments
7489;T2;299 500,00 €;85;Porto;Apartments
749;T3;445 000,00 €;116;Porto;Apartments
7490;T2;189 900,00 €;96.20;Porto;Apartments
7491;T2;540 000,00 €;97.10;Lisboa;Apartments
7492;T3;700 000,00 €;126.20;Lisboa;Apartments
7493;T2;650 000,00 €;95.50;Lisboa;Apartments
7494;T2;540 000,00 €;97.90;Lisboa;Apartments
7495;T2;192 900,00 €;88.30;Porto;Apartments
7496;T2;184 900,00 €;89.50;Porto;Apartments
7497;T2;194 900,00 €;89.50;Porto;Apartments
7498;T2;185 900,00 €;88.10;Porto;Apartments
7499;T3;770 000,00 €;118;Lisboa;Apartments
75;T2;189 900,00 €;96.20;Porto;Apartments
750;T2;172 000,00 €;94;Coimbra;Apartments
7500;T2;308 900,00 €;96;Porto;Apartments
7501;T2;183 900,00 €;87;Porto;Apartments
7502;T3;290 900,00 €;111;Porto;Apartments
7503;T1;339 500,00 €;48;Lisboa;Apartments
7504;T2;193 900,00 €;89.50;Porto;Apartments
7505;T1;297 400,00 €;60;Lisboa;Apartments
7506;T2;595 000,00 €;102;Porto;Apartments
7507;T2;169 900,00 €;83.50;Porto;Apartments
7508;T5;1 490 000,00 €;252;Lisboa;Apartments
7509;T2;275 000,00 €;92;Porto;Apartments
751;T3;212 500,00 €;80;Lisboa;Apartments
7510;T4;320 000,00 €;121;Faro;Apartments
7511;T2;235 000,00 €;78.34;Faro;Apartments
7512;T2;250 000,00 €;115.15;Faro;Apartments
7513;T3;475 000,00 €;153.15;Faro;Apartments
7514;T3;375 000,00 €;96.71;Porto;Apartments
7515;T2;285 000,00 €;79.67;Porto;Apartments
7516;T3;370 000,00 €;96.71;Porto;Apartments
7517;T2;270 000,00 €;80.55;Porto;Apartments
7518;T1;220 000,00 €;58.86;Porto;Apartments
7519;T2;285 900,00 €;82;Porto;Apartments
752;T3;169 000,00 €;111;Porto;Apartments
7520;T4;1 390 000,00 €;213;Lisboa;Apartments
7521;T3;456 000,00 €;91;Lisboa;Apartments
7522;T2;273 403,00 €;81;Porto;Apartments
7523;T3;248 000,00 €;81;Lisboa;Apartments
7524;T3;265 000,00 €;123;Set??bal;Apartments
7526;T4;2 474 027,00 €;326;Porto;Apartments
7527;T2;199 900,00 €;80;Porto;Apartments
7528;T2;219 900,00 €;88;Porto;Apartments
7529;T3;650 000,00 €;128;Porto;Apartments
753;T1;185 000,00 €;38;Porto;Apartments
7530;T3;930 000,00 €;127;Porto;Apartments
7531;T2;670 000,00 €;86.42;Porto;Apartments
7532;T3;591 300,00 €;131.40;Porto;Apartments
7533;T3;542 430,00 €;120.54;Porto;Apartments
7534;T3;622 920,00 €;131.40;Porto;Apartments
7535;T3;576 030,00 €;120.54;Porto;Apartments
7536;T3;576 030,00 €;120.54;Porto;Apartments
7537;T3;591 300,00 €;131.40;Porto;Apartments
7538;T3;621 420,00 €;131.40;Porto;Apartments
7539;T3;576 030,00 €;120.54;Porto;Apartments
754;T4;820 000,00 €;237.80;Porto;Apartments
7540;T3;495 000,00 €;210;Porto;Apartments
7541;T3;440 000,00 €;104.55;Faro;Apartments
7542;T2;235 000,00 €;140.50;Porto;Apartments
7543;T3;199 900,00 €;120;Porto;Apartments
7544;T3;370 000,00 €;176;Porto;Apartments
7545;T1;399 900,00 €;46.50;Lisboa;Apartments
7546;T2;429 900,00 €;46.50;Lisboa;Apartments
7547;T1;259 900,00 €;65;Faro;Apartments
7548;T3;187 000,00 €;141;Aveiro;Apartments
7549;T3;357 000,00 €;114;Porto;Apartments
755;T3;240 000,00 €;85;Lisboa;Apartments
7550;T2;195 000,00 €;87;Lisboa;Apartments
7551;T3;288 000,00 €;137;Braga;Apartments
7552;T3;235 000,00 €;217;Santar?©m;Apartments
7553;T2;310 900,00 €;96;Porto;Apartments
7554;T3;370 000,00 €;113;Porto;Apartments
7555;T1;225 000,00 €;59;Porto;Apartments
7556;T3;595 000,00 €;150;Lisboa;Apartments
7557;T0;250 000,00 €;45;Porto;Apartments
7558;T5;1 790 000,00 €;247;Lisboa;Apartments
7559;T3;327 500,00 €;77;Set??bal;Apartments
756;T2;189 000,00 €;76;Set??bal;Apartments
7560;T0;150 000,00 €;58;Aveiro;Apartments
7561;T4;395 000,00 €;111.35;Lisboa;Apartments
7562;T2;220 000,00 €;63.40;Faro;Apartments
7563;T3;1 990 000,00 €;200;Lisboa;Apartments
7564;T3;375 000,00 €;97.80;Lisboa;Apartments
7565;T2;234 500,00 €;105;Braga;Apartments
7566;T3;335 000,00 €;110;Set??bal;Apartments
7567;T3;540 000,00 €;139;Porto;Apartments
7569;T3;195 000,00 €;119;Faro;Apartments
757;T2;149 900,00 €;95;Porto;Apartments
7570;T3;370 000,00 €;160;Porto;Apartments
7571;T3;259 500,00 €;74;Porto;Apartments
7572;T2;460 000,00 €;87.12;Porto;Apartments
7573;T1;440 000,00 €;72;Ilha da Madeira;Apartments
7574;T3;2 600 000,00 €;218;Ilha da Madeira;Apartments
7575;T3;1 050 000,00 €;178;Ilha da Madeira;Apartments
7576;T3;920 000,00 €;174;Ilha da Madeira;Apartments
7577;T3;895 000,00 €;174;Ilha da Madeira;Apartments
7578;T2;785 000,00 €;139;Ilha da Madeira;Apartments
7579;T2;750 000,00 €;133;Ilha da Madeira;Apartments
758;T3;427 000,00 €;117;Lisboa;Apartments
7580;T3;860 000,00 €;168;Ilha da Madeira;Apartments
7581;T1;180 000,00 €;36;Faro;Apartments
7582;T2;775 000,00 €;128;Ilha da Madeira;Apartments
7583;T2;725 000,00 €;133;Ilha da Madeira;Apartments
7584;T2;370 000,00 €;61;Lisboa;Apartments
7585;T4;934 500,00 €;193.29;Porto;Apartments
7586;T3;1 420 000,00 €;125;Lisboa;Apartments
7587;T3;259 500,00 €;70;Porto;Apartments
7588;T1;144 650,00 €;56;Ilha de S?£o Miguel;Apartments
7589;T3;440 000,00 €;140;Porto;Apartments
759;T1;262 000,00 €;57;Porto;Apartments
7590;T3;239 900,00 €;110;Porto;Apartments
7591;T2;490 000,00 €;118;Lisboa;Apartments
7592;T3;1 690 000,00 €;210;Lisboa;Apartments
7593;T1;270 000,00 €;46;Porto;Apartments
7594;T3;430 000,00 €;84;Lisboa;Apartments
7595;T2;293 000,00 €;112;Porto;Apartments
7596;T3;249 900,00 €;123;Porto;Apartments
7597;T3;186 000,00 €;83;Set??bal;Apartments
7598;T3;418 000,00 €;100.60;Aveiro;Apartments
7599;T4;390 000,00 €;165;Porto;Apartments
76;T3;320 000,00 €;103;Porto;Apartments
760;T2;790 000,00 €;110;Lisboa;Apartments
7601;T2;270 000,00 €;98;Porto;Apartments
7602;T1;280 000,00 €;46;Porto;Apartments
7603;T2;430 000,00 €;86;Porto;Apartments
7604;T1;295 000,00 €;40;Porto;Apartments
7605;T1;375 000,00 €;70;Lisboa;Apartments
7606;T0;275 000,00 €;43;Lisboa;Apartments
7607;T2;475 000,00 €;112;Porto;Apartments
7608;T0;448 830,00 €;46.47;Set??bal;Apartments
7609;T0;448 292,00 €;45.33;Set??bal;Apartments
761;T4;1 150 000,00 €;156;Lisboa;Apartments
7610;T2;859 650,00 €;87.91;Set??bal;Apartments
7611;T2;911 744,00 €;89.27;Set??bal;Apartments
7612;T2;855 930,00 €;89.21;Set??bal;Apartments
7613;T2;903 552,00 €;88.45;Set??bal;Apartments
7614;T1;780 000,00 €;79.54;Set??bal;Apartments
7615;T0;417 158,00 €;46.86;Set??bal;Apartments
7616;T0;426 933,00 €;51.08;Set??bal;Apartments
7617;T0;391 387,00 €;45.66;Set??bal;Apartments
7618;T2;912 128,00 €;89.27;Set??bal;Apartments
7619;T2;912 320,00 €;89.27;Set??bal;Apartments
762;T5;199 900,00 €;241;Braga;Apartments
7620;T0;408 858,00 €;45.86;Set??bal;Apartments
7621;T0;410 269,00 €;46.03;Set??bal;Apartments
7622;T0;472 056,00 €;45.33;Set??bal;Apartments
7623;T0;409 605,00 €;45.95;Set??bal;Apartments
7624;T1;773 484,00 €;92.85;Set??bal;Apartments
7625;T1;752 362,00 €;95.82;Set??bal;Apartments
7626;T0;408 526,00 €;45.82;Set??bal;Apartments
7627;T1;741 242,00 €;91.62;Set??bal;Apartments
7628;T0;420 800,00 €;45.76;Set??bal;Apartments
7629;T0;418 600,00 €;45.52;Set??bal;Apartments
763;T4;1 250 000,00 €;218;Porto;Apartments
7631;T3;325 000,00 €;104.40;Set??bal;Apartments
7632;T3;360 000,00 €;125;Set??bal;Apartments
7633;T2;460 000,00 €;105;Ilha da Madeira;Apartments
7634;T1;395 000,00 €;73;Lisboa;Apartments
7635;T2;285 000,00 €;87;Leiria;Apartments
7636;T3;375 000,00 €;106;Leiria;Apartments
7637;T3;255 000,00 €;130;Braga;Apartments
7638;T2;150 000,00 €;80;Set??bal;Apartments
7639;T1;530 000,00 €;80;Faro;Apartments
764;T3;365 000,00 €;165;Porto;Apartments
7640;T3;725 000,00 €;156;Lisboa;Apartments
7641;T2;870 000,00 €;105;Lisboa;Apartments
7642;T3;305 000,00 €;141;Set??bal;Apartments
7643;T4;405 000,00 €;222.81;Coimbra;Apartments
7644;T3;217 500,00 €;113.50;Lisboa;Apartments
7645;T1;1 200 000,00 €;86;Lisboa;Apartments
7646;T3;245 000,00 €;89.25;Set??bal;Apartments
7647;T1;122 000,00 €;42.91;Leiria;Apartments
7648;T1;345 000,00 €;111;Porto;Apartments
7649;T2;242 500,00 €;88;Porto;Apartments
765;T2;420 000,00 €;89;Porto;Apartments
7650;T0;210 000,00 €;39;Porto;Apartments
7651;T2;147 000,00 €;105.80;Santar?©m;Apartments
7652;T3;450 000,00 €;130;Viana do Castelo;Apartments
7653;T3;309 500,00 €;95;Set??bal;Apartments
7654;T3;435 000,00 €;176;Braga;Apartments
7655;T3;309 500,00 €;85;Set??bal;Apartments
7656;T2;790 000,00 €;101;Lisboa;Apartments
7657;T2;339 000,00 €;86;Lisboa;Apartments
7658;T2;253 402,00 €;70;Porto;Apartments
7659;T2;265 000,00 €;78;Porto;Apartments
7660;T3;375 000,00 €;115;Porto;Apartments
7661;T2;260 000,00 €;95;Viana do Castelo;Apartments
7662;T2;255 000,00 €;107;Porto;Apartments
7663;T2;217 000,00 €;64;Porto;Apartments
7664;T2;370 000,00 €;98;Porto;Apartments
7665;T3;299 500,00 €;105;Lisboa;Apartments
7666;T3;2 700 000,00 €;143;Faro;Apartments
7667;T3;320 000,00 €;148;Porto;Apartments
7668;T2;755 000,00 €;113.90;Lisboa;Apartments
7669;T3;365 000,00 €;85;Lisboa;Apartments
767;T2;159 900,00 €;82;Porto;Apartments
7670;T2;283 000,00 €;106;Viana do Castelo;Apartments
7671;T2;339 000,00 €;105;Lisboa;Apartments
7672;T1;175 000,00 €;57;Viana do Castelo;Apartments
7673;T3;287 000,00 €;116;Porto;Apartments
7674;T3;440 000,00 €;140;Porto;Apartments
7675;T3;465 000,00 €;272;Set??bal;Apartments
7676;T4;485 000,00 €;235;Porto;Apartments
7678;T1;220 900,00 €;64.30;Porto;Apartments
7679;T2;320 000,00 €;90;Lisboa;Apartments
768;T4;150 000,00 €;116;Porto;Apartments
7680;T3;170 000,00 €;102;Braga;Apartments
7681;T3;310 000,00 €;99;Faro;Apartments
7682;T1;240 000,00 €;60;Braga;Apartments
7683;T3;485 000,00 €;187;Set??bal;Apartments
7684;T3;465 000,00 €;169;Set??bal;Apartments
7685;T3;370 000,00 €;125;Set??bal;Apartments
7686;T3;360 000,00 €;125;Set??bal;Apartments
7687;T3;365 000,00 €;125;Set??bal;Apartments
7688;T3;360 000,00 €;125;Set??bal;Apartments
7689;T3;280 000,00 €;79;Aveiro;Apartments
769;T2;310 000,00 €;93.70;Faro;Apartments
7690;T3;215 000,00 €;129;Porto;Apartments
7691;T2;695 000,00 €;133;Ilha da Madeira;Apartments
7692;T2;270 000,00 €;85;Aveiro;Apartments
7693;T2;350 000,00 €;53;Lisboa;Apartments
7694;T3;178 000,00 €;90;Porto;Apartments
7695;T3;320 000,00 €;148;Porto;Apartments
7696;T3;265 000,00 €;107;Lisboa;Apartments
7697;T2;352 775,00 €;105;Porto;Apartments
7698;T3; Pre?ßosobconsulta ;98;Santar?©m;Apartments
7699;T2;250 000,00 €;67.04;Porto;Apartments
77;T1;240 000,00 €;73;Porto;Apartments
770;T1;250 000,00 €;60;Braga;Apartments
7700;T2;340 000,00 €;80;Lisboa;Apartments
7701;T3;370 000,00 €;125;Set??bal;Apartments
7702;T3;365 000,00 €;125;Set??bal;Apartments
7703;T3;360 000,00 €;125;Set??bal;Apartments
7704;T3;300 000,00 €;101;Set??bal;Apartments
7705;T3;340 000,00 €;100;Set??bal;Apartments
7706;T3;335 000,00 €;100;Set??bal;Apartments
7707;T3;239 000,00 €;113;Porto;Apartments
7708;T2;545 000,00 €;103;Lisboa;Apartments
7709;T1;329 000,00 €;77;Lisboa;Apartments
