Index;Type; Price ;Area;Location;Property
1049;T3;425 000,00 €;102;Lisboa;Apartments
10490;T3;279 800,00 €;120;Faro;Apartments
10491;T1;850 000,00 €;123.10;Lisboa;Apartments
10492;T3;210 000,00 €;102;Aveiro;Apartments
10493;T1;150 000,00 €;60.75;Aveiro;Apartments
10494;T2;190 000,00 €;100.75;Aveiro;Apartments
10495;T2;190 000,00 €;100.75;Aveiro;Apartments
10496;T1;179 900,00 €;43.75;Lisboa;Apartments
10497;T3;2 200 000,00 €;162;Lisboa;Apartments
10498;T3;2 100 000,00 €;162;Lisboa;Apartments
10499;T3;220 000,00 €;132.90;Aveiro;Apartments
105;T2;149 000,00 €;89;Porto;Apartments
1050;T2;417 000,00 €;84;Lisboa;Apartments
10500;T4;3 300 000,00 €;244.05;Lisboa;Apartments
10501;T2;245 000,00 €;86;Faro;Apartments
10502;T3;285 000,00 €;115;Faro;Apartments
10503;T3;220 000,00 €;132.90;Aveiro;Apartments
10504;T3;3 000 000,00 €;196;Lisboa;Apartments
10505;T3;567 500,00 €;139;Porto;Apartments
10506;T4;3 000 000,00 €;244.05;Lisboa;Apartments
10507;T2;198 000,00 €;78;Set??bal;Apartments
10508;T1;242 520,00 €;70;Faro;Apartments
10509;T1;235 920,00 €;70;Faro;Apartments
1051;T3;159 500,00 €;115;Leiria;Apartments
10510;T1;225 920,00 €;65;Faro;Apartments
10511;T4;3 400 000,00 €;244.05;Lisboa;Apartments
10512;T0;260 000,00 €;38;Porto;Apartments
10513;T0;280 000,00 €;54;Porto;Apartments
10514;T3;1 900 000,00 €;129;Lisboa;Apartments
10515;T2;293 240,00 €;92.50;Faro;Apartments
10516;T2;292 600,00 €;102;Faro;Apartments
10517;T2;286 640,00 €;103;Faro;Apartments
10518;T2;281 360,00 €;103;Faro;Apartments
10519;T2;278 720,00 €;103;Faro;Apartments
1052;T3;190 000,00 €;124;Leiria;Apartments
10520;T2;260 240,00 €;85;Faro;Apartments
10521;T3;220 000,00 €;150;Braga;Apartments
10522;T1;295 000,00 €;55;Porto;Apartments
10523;T2;475 000,00 €;141;Faro;Apartments
10524;T3;128 000,00 €;106;Beja;Apartments
10528;T3;163 000,00 €;90;Leiria;Apartments
10529;T2;270 000,00 €;80;Braga;Apartments
1053;T3;220 000,00 €;119.50;Faro;Apartments
10530;T2;435 000,00 €;101;Porto;Apartments
10531;T1;350 000,00 €;50;Lisboa;Apartments
10532;T2;189 000,00 €;69;Lisboa;Apartments
10533;T2;285 000,00 €;118;Faro;Apartments
10534;T2;393 000,00 €;113;Faro;Apartments
10536;T2;398 700,00 €;118;Faro;Apartments
10537;T1;190 000,00 €;55;Faro;Apartments
10538;T3;287 500,00 €;90.21;Faro;Apartments
10539;T3;299 000,00 €;102;Lisboa;Apartments
10540;T3;195 000,00 €;115;Santar?©m;Apartments
10541;T3;376 000,00 €;116;Porto;Apartments
10542;T3;749 000,00 €;150;Lisboa;Apartments
10543;T4;330 000,00 €;109;Porto;Apartments
10544;T2;220 000,00 €;100;Porto;Apartments
10546;T4;1 400 000,00 €;284;Lisboa;Apartments
10547;T3;1 500 000,00 €;149.30;Lisboa;Apartments
10548;T1;550 000,00 €;84;Lisboa;Apartments
10549;T5;1 690 000,00 €;306;Lisboa;Apartments
1055;T2;372 000,00 €;88;Porto;Apartments
10550;T2;187 500,00 €;50;Set??bal;Apartments
10551;T3;950 000,00 €;185.10;Aveiro;Apartments
10552;T2;1 195 000,00 €;120;Lisboa;Apartments
10553;T3;355 000,00 €;112;Braga;Apartments
10554;T3;340 000,00 €;112;Braga;Apartments
10555;T3;320 000,00 €;133;Porto;Apartments
10556;T2;430 000,00 €;141.90;Aveiro;Apartments
10557;T3;650 000,00 €;171.75;Aveiro;Apartments
10558;T4;950 000,00 €;245.20;Aveiro;Apartments
10559;T2;445 000,00 €;139.10;Aveiro;Apartments
1056;T3;580 000,00 €;110;Lisboa;Apartments
10560;T2;480 000,00 €;140.10;Aveiro;Apartments
10561;T2;450 000,00 €;147;Aveiro;Apartments
10562;T3;690 000,00 €;169.70;Aveiro;Apartments
10563;T3;325 000,00 €;112;Braga;Apartments
10564;T3;540 000,00 €;128.32;Porto;Apartments
10565;T3;640 000,00 €;147.64;Porto;Apartments
10566;T2;375 000,00 €;84.06;Porto;Apartments
10567;T2;335 000,00 €;84.03;Porto;Apartments
10568;T2;310 000,00 €;81.42;Porto;Apartments
10569;T2;355 000,00 €;84.03;Porto;Apartments
1057;T3;545 000,00 €;166.70;Lisboa;Apartments
10570;T2;425 000,00 €;83.62;Porto;Apartments
10571;T3;640 000,00 €;145.06;Porto;Apartments
10572;T3;620 000,00 €;145.06;Porto;Apartments
10573;T3;660 000,00 €;147.13;Porto;Apartments
10574;T4;715 000,00 €;168.41;Porto;Apartments
10575;T3;640 000,00 €;147.13;Porto;Apartments
10576;T3;480 000,00 €;125.87;Porto;Apartments
10577;T3;505 000,00 €;127.48;Porto;Apartments
10578;T3;590 000,00 €;140.44;Porto;Apartments
10579;T3;500 000,00 €;128.31;Porto;Apartments
1058;T1;262 000,00 €;57;Porto;Apartments
10580;T3;610 000,00 €;140.44;Porto;Apartments
10581;T3;760 000,00 €;130;Porto;Apartments
10582;T3;520 000,00 €;125.87;Porto;Apartments
10583;T3;520 000,00 €;128.31;Porto;Apartments
10584;T3;545 000,00 €;127.48;Porto;Apartments
10585;T3;500 000,00 €;125.87;Porto;Apartments
10586;T3;590 000,00 €;140.44;Porto;Apartments
10587;T3;735 000,00 €;130;Porto;Apartments
10588;T3;500 000,00 €;128.31;Porto;Apartments
10589;T3;610 000,00 €;140.44;Porto;Apartments
1059;T2;255 000,00 €;113;Porto;Apartments
10590;T3;525 000,00 €;127.48;Porto;Apartments
10591;T3;630 000,00 €;140.44;Porto;Apartments
10592;T3;520 000,00 €;128.31;Porto;Apartments
10593;T3;525 000,00 €;125.87;Porto;Apartments
10594;T3;545 000,00 €;127.48;Porto;Apartments
10595;T3;540 000,00 €;125.87;Porto;Apartments
10596;T3;630 000,00 €;140.47;Porto;Apartments
10597;T3;540 000,00 €;128.31;Porto;Apartments
10598;T3;560 000,00 €;125.86;Porto;Apartments
10599;T4;935 000,00 €;163.26;Porto;Apartments
106;T1;257 500,00 €;45.82;Aveiro;Apartments
1060;T3;595 000,00 €;108.29;Lisboa;Apartments
10600;T5;1 220 000,00 €;190.68;Porto;Apartments
10601;T3;560 000,00 €;128.32;Porto;Apartments
10602;T4;885 000,00 €;164.65;Porto;Apartments
10603;T4;970 000,00 €;158.99;Porto;Apartments
10604;T2;330 000,00 €;81.42;Porto;Apartments
10605;T2;335 000,00 €;85.31;Porto;Apartments
10606;T2;355 000,00 €;84.03;Porto;Apartments
10607;T2;375 000,00 €;84.03;Porto;Apartments
10608;T3;310 000,00 €;112;Braga;Apartments
10609;T4;695 000,00 €;168.41;Porto;Apartments
1061;T3;395 000,00 €;111;Porto;Apartments
10610;T3;505 000,00 €;127.48;Porto;Apartments
10611;T4;905 000,00 €;164.65;Porto;Apartments
10612;T4;950 000,00 €;158.99;Porto;Apartments
10613;T3;565 000,00 €;127.48;Porto;Apartments
10614;T2;340 000,00 €;86.70;Porto;Apartments
10615;T2;315 000,00 €;75.20;Porto;Apartments
10616;T2;395 000,00 €;84.06;Porto;Apartments
10617;T2;255 000,00 €;90;Braga;Apartments
10618;T2;300 000,00 €;102;Braga;Apartments
10619;T4;590 000,00 €;96;Lisboa;Apartments
1062;T2;288 000,00 €;75;Lisboa;Apartments
10620;T3;900 000,00 €;142.95;Porto;Apartments
10621;T3;1 000 000,00 €;165.80;Porto;Apartments
10622;T3;290 000,00 €;137;Braga;Apartments
10623;T1;199 900,00 €;45;Porto;Apartments
10624;T0;330 000,00 €;33;Lisboa;Apartments
10625;T1;380 000,00 €;76;Lisboa;Apartments
10626;T2;500 000,00 €;63;Lisboa;Apartments
10627;T3;260 000,00 €;127;Porto;Apartments
10628;T3;830 000,00 €;115.48;Faro;Apartments
10629;T3;205 000,00 €;85;Set??bal;Apartments
1063;T2;575 000,00 €;139.19;Faro;Apartments
10630;T1;325 000,00 €;41;Set??bal;Apartments
10631;T3;530 000,00 €;100;Lisboa;Apartments
10632;T2;169 000,00 €;56.20;Lisboa;Apartments
10633;T3;299 000,00 €;103;Set??bal;Apartments
10634;T1;299 000,00 €;59.60;Porto;Apartments
10635;T5;2 250 000,00 €;561;Porto;Apartments
10636;T4;2 350 000,00 €;213;Lisboa;Apartments
10637;T1;315 000,00 €;55;Porto;Apartments
10638;T3;323 000,00 €;140;Lisboa;Apartments
10639;T1;275 000,00 €;55;Porto;Apartments
1064;T3;350 000,00 €;107;Porto;Apartments
10640;T2;267 000,00 €;56.38;Set??bal;Apartments
10641;T4;1 900 000,00 €;241;Lisboa;Apartments
10642;T2;179 900,00 €;119;Porto;Apartments
10643;T2;235 000,00 €;90;Porto;Apartments
10644;T3;289 000,00 €;98;Faro;Apartments
10645;T2;445 000,00 €;70;Lisboa;Apartments
10646;T2;155 000,00 €;104;Porto;Apartments
10647;T2;252 500,00 €;100;Set??bal;Apartments
10648;T2;390 000,00 €;40;Lisboa;Apartments
1065;T4;387 500,00 €;135;Porto;Apartments
10650;T3;241 900,00 €;120;Porto;Apartments
10651;T2;288 000,00 €;178;Set??bal;Apartments
10653;T2;385 000,00 €;113.09;Porto;Apartments
10655;T0;335 000,00 €;67.31;Faro;Apartments
10656;T0;275 000,00 €;56.27;Faro;Apartments
10657;T2;285 000,00 €;99;Faro;Apartments
10658;T4;270 000,00 €;160;Set??bal;Apartments
10659;T3;700 000,00 €;159;Porto;Apartments
1066;T3;367 500,00 €;135;Porto;Apartments
10660;T4;1 100 000,00 €;225;Porto;Apartments
10661;T3;660 000,00 €;145;Porto;Apartments
10662;T2;371 500,00 €;75.90;Porto;Apartments
10664;T3;189 900,00 €;100;Braga;Apartments
10665;T3;192 000,00 €;80;Coimbra;Apartments
10666;T3;245 000,00 €;100;Aveiro;Apartments
10667;T3;249 000,00 €;168;Porto;Apartments
10668;T2;230 000,00 €;82;Porto;Apartments
10669;T3;295 000,00 €;120;Aveiro;Apartments
1067;T2;640 000,00 €;98;Faro;Apartments
10670;T2;227 500,00 €;72;Aveiro;Apartments
10671;T3;227 000,00 €;142;Viana do Castelo;Apartments
10672;T3;1 120 000,00 €;116.82;Lisboa;Apartments
10673;T3;595 000,00 €;120;Lisboa;Apartments
10674;T1;230 000,00 €;78;Porto;Apartments
10675;T2;155 000,00 €;91;Porto;Apartments
10676;T2;325 000,00 €;146;Leiria;Apartments
10677;T2;2 200 000,00 €;137;Lisboa;Apartments
10678;T3;2 300 000,00 €;161.50;Lisboa;Apartments
10679;T1;165 000,00 €;91;Santar?©m;Apartments
1068;T3;510 000,00 €;119;Set??bal;Apartments
10680;T2;340 000,00 €;55;Faro;Apartments
10681;T4;455 000,00 €;140;Lisboa;Apartments
10682;T3;435 000,00 €;117;Porto;Apartments
10683;T3;260 000,00 €;88;Aveiro;Apartments
10685;T2;187 500,00 €;61.90;Set??bal;Apartments
10686;T4;849 000,00 €;244.70;Porto;Apartments
10687;T4;299 000,00 €;110;Porto;Apartments
10688;T3;295 000,00 €;140;Porto;Apartments
10689;T2;195 000,00 €;87;Lisboa;Apartments
1069;T4;650 000,00 €;197.31;Set??bal;Apartments
10690;T3;320 000,00 €;179;Aveiro;Apartments
10692;T2;380 000,00 €;87.12;Porto;Apartments
10693;T3;399 999,00 €;108;Faro;Apartments
10694;T2;135 000,00 €;72;Viana do Castelo;Apartments
10695;T3;330 000,00 €;125;Porto;Apartments
10696;T2;495 000,00 €;81.56;Lisboa;Apartments
10697;T2;199 000,00 €;83;Aveiro;Apartments
10698;T3;239 000,00 €;94;Aveiro;Apartments
10699;T2;295 000,00 €;118;Faro;Apartments
107;T3;325 000,00 €;145;Set??bal;Apartments
1070;T2;199 900,00 €;89.10;Porto;Apartments
10700;T1;275 000,00 €;61.05;Faro;Apartments
10701;T2;325 000,00 €;79.15;Faro;Apartments
10702;T2;260 000,00 €;77;Porto;Apartments
10703;T2;899 000,00 €;115;Lisboa;Apartments
10704;T2;285 000,00 €;85;Porto;Apartments
10705;T2;175 000,00 €;70;Ilha Terceira;Apartments
10706;T3;380 000,00 €;108;Porto;Apartments
10707;T2;750 000,00 €;131;Lisboa;Apartments
10709;T2;135 000,00 €;52;Set??bal;Apartments
1071;T3;425 000,00 €;115.80;Set??bal;Apartments
10710;T2;255 000,00 €;163;Porto;Apartments
10711;T2;885 000,00 €;149.51;Lisboa;Apartments
10712;T2;329 000,00 €;98;Set??bal;Apartments
10714;T2;280 000,00 €;79.15;Faro;Apartments
10715;T2;412 600,00 €;88.67;Porto;Apartments
10716;T2;383 700,00 €;88.24;Porto;Apartments
10717;T2;388 700,00 €;89.54;Porto;Apartments
10718;T2;384 200,00 €;88.33;Porto;Apartments
10719;T2;391 500,00 €;88.24;Porto;Apartments
1072;T2;179 000,00 €;89;Porto;Apartments
10720;T2;396 700,00 €;89.54;Porto;Apartments
10721;T2;576 500,00 €;125.14;Porto;Apartments
10722;T2;404 700,00 €;89.54;Porto;Apartments
10723;T2;399 900,00 €;88.33;Porto;Apartments
10724;T2;384 500,00 €;88.67;Porto;Apartments
10725;T2;399 400,00 €;88.24;Porto;Apartments
10726;T2;392 100,00 €;88.33;Porto;Apartments
10727;T3;606 800,00 €;137.66;Porto;Apartments
10728;T3;623 500,00 €;132.26;Porto;Apartments
10729;T3;615 700,00 €;137.66;Porto;Apartments
1073;T2;232 500,00 €;47;Lisboa;Apartments
10730;T2;559 500,00 €;117.97;Porto;Apartments
10731;T3;624 700,00 €;137.66;Porto;Apartments
10732;T2;575 500,00 €;124.13;Porto;Apartments
10733;T3;597 900,00 €;137.66;Porto;Apartments
10734;T1;286 290,00 €;70.64;Porto;Apartments
10735;T1;270 620,00 €;61.39;Porto;Apartments
10736;T1;290 320,00 €;70.64;Porto;Apartments
10737;T1;274 185,00 €;61.39;Porto;Apartments
10738;T1;282 360,00 €;70.64;Porto;Apartments
10739;T1;265 375,00 €;62;Porto;Apartments
1074;T4;2 700 000,00 €;257;Lisboa;Apartments
10740;T1;280 660,00 €;63.72;Porto;Apartments
10741;T1;267 500,00 €;62;Porto;Apartments
10742;T1;275 990,00 €;70.64;Porto;Apartments
10743;T1;278 200,00 €;70.64;Porto;Apartments
10744;T2;337 800,00 €;96.06;Porto;Apartments
10745;T2;388 200,00 €;87.88;Porto;Apartments
10746;T2;400 600,00 €;95.31;Porto;Apartments
10747;T2;368 600,00 €;94.25;Porto;Apartments
10748;T2;362 100,00 €;89.54;Porto;Apartments
10749;T2;357 800,00 €;88.33;Porto;Apartments
1075;T3;320 000,00 €;117;Faro;Apartments
10750;T2;407 100,00 €;87.68;Porto;Apartments
10751;T1;700 000,00 €;99;Lisboa;Apartments
10753;T2;225 000,00 €;105.80;Porto;Apartments
10754;T1;670 000,00 €;149.70;Lisboa;Apartments
10755;T0;425 000,00 €;80.83;Lisboa;Apartments
10757;T2;285 000,00 €;113;Porto;Apartments
10758;T3;360 000,00 €;117;Porto;Apartments
10759;T3;240 000,00 €;85;Porto;Apartments
1076;T2;516 000,00 €;104;Porto;Apartments
10760;T2;345 000,00 €;106.44;Porto;Apartments
10761;T3;279 000,00 €;105;Set??bal;Apartments
10762;T2;700 000,00 €;119.72;Lisboa;Apartments
10763;T2;875 000,00 €;156.59;Lisboa;Apartments
10764;T2;815 000,00 €;147.87;Lisboa;Apartments
10765;T2;740 000,00 €;122.67;Lisboa;Apartments
10766;T3;820 000,00 €;144.54;Lisboa;Apartments
10767;T3;840 000,00 €;144.54;Lisboa;Apartments
10768;T2;695 000,00 €;125;Lisboa;Apartments
10769;T2;865 000,00 €;154.49;Lisboa;Apartments
1077;T3;836 000,00 €;153;Porto;Apartments
10770;T2;685 000,00 €;122.67;Lisboa;Apartments
10771;T3;895 000,00 €;141.37;Lisboa;Apartments
10772;T2;755 000,00 €;130.68;Lisboa;Apartments
10773;T2;770 000,00 €;123;Lisboa;Apartments
10774;T2;660 000,00 €;122.67;Lisboa;Apartments
10775;T2;690 000,00 €;122.67;Lisboa;Apartments
10776;T3;880 000,00 €;144.54;Lisboa;Apartments
10777;T3;995 000,00 €;165.55;Lisboa;Apartments
10778;T3;890 000,00 €;144.48;Lisboa;Apartments
10779;T3;890 000,00 €;144.48;Lisboa;Apartments
1078;T1;372 000,00 €;75;Porto;Apartments
10780;T5;1 750 000,00 €;265;Lisboa;Apartments
10781;T3;850 000,00 €;144.48;Lisboa;Apartments
10782;T3;860 000,00 €;144.54;Lisboa;Apartments
10783;T3;995 000,00 €;165.17;Lisboa;Apartments
10784;T4;1 650 000,00 €;256.97;Lisboa;Apartments
10785;T4;2 015 000,00 €;347.92;Lisboa;Apartments
10786;T1;525 000,00 €;95.56;Lisboa;Apartments
10787;T1;495 000,00 €;90.16;Lisboa;Apartments
10788;T1;465 000,00 €;84.61;Lisboa;Apartments
10789;T1;470 000,00 €;101.94;Lisboa;Apartments
1079;T3;480 000,00 €;158;Porto;Apartments
10790;T1;580 000,00 €;105.01;Lisboa;Apartments
10791;T1;185 000,00 €;73;Porto;Apartments
10792;T3;360 000,00 €;145;Porto;Apartments
10794;T2;175 000,00 €;75;Lisboa;Apartments
10795;T3;390 000,00 €;113;Aveiro;Apartments
10796;T3;340 000,00 €;107;Set??bal;Apartments
10797;T2;490 000,00 €;65;Leiria;Apartments
10798;T3;800 000,00 €;239;Lisboa;Apartments
10799;T4;399 000,00 €;120;Lisboa;Apartments
108;T2;225 000,00 €;80.40;Braga;Apartments
1080;T3;279 500,00 €;77;Porto;Apartments
10800;T2;264 500,00 €;85;Faro;Apartments
10801;T2;875 000,00 €;108;Lisboa;Apartments
10802;T4;450 000,00 €;175;Lisboa;Apartments
10803;T3;210 000,00 €;88;Set??bal;Apartments
10805;T2;285 000,00 €;76;Faro;Apartments
10806;T2;184 000,00 €;78;Braga;Apartments
10807;T1;190 000,00 €;76;Faro;Apartments
10808;T5;735 000,00 €;125;Lisboa;Apartments
10809;T2;413 400,00 €;100.48;Faro;Apartments
1081;T3;259 500,00 €;74;Porto;Apartments
10810;T1;543 500,00 €;54.57;Lisboa;Apartments
10811;T1;529 500,00 €;52.04;Lisboa;Apartments
10812;T1;533 500,00 €;54.57;Lisboa;Apartments
10813;T2;1 125 000,00 €;109.73;Lisboa;Apartments
10814;T3;300 000,00 €;117;Porto;Apartments
10815;T1;185 500,00 €;50.63;Braga;Apartments
10816;T1;186 000,00 €;52.33;Braga;Apartments
10817;T3; Pre?ßosobconsulta ;100;Lisboa;Apartments
10818;T3;259 000,00 €;122;Coimbra;Apartments
10819;T1;330 000,00 €;58;Porto;Apartments
1082;T2;172 500,00 €;80;Lisboa;Apartments
10820;T2;227 300,00 €;74;Porto;Apartments
10821;T3;1 150 000,00 €;147;Lisboa;Apartments
10822;T3;850 000,00 €;147.95;Lisboa;Apartments
10823;T2;1 180 000,00 €;108;Lisboa;Apartments
10824;T2;399 750,00 €;99.90;Faro;Apartments
10825;T6;350 000,00 €;210;Leiria;Apartments
10826;T0;140 000,00 €;36;Porto;Apartments
10827;T2;395 000,00 €;104.10;Faro;Apartments
10828;T0;135 000,00 €;31;Viana do Castelo;Apartments
10829;T5;1 500 000,00 €;242;Lisboa;Apartments
1083;T1;225 000,00 €;77;Porto;Apartments
10830;T2;370 000,00 €;98;Porto;Apartments
10831;T2;219 900,00 €;88;Porto;Apartments
10832;T1;565 000,00 €;78.81;Lisboa;Apartments
10833;T3;325 000,00 €;78;Porto;Apartments
10834;T3;340 000,00 €;128;Viana do Castelo;Apartments
10835;T3;185 000,00 €;90;Set??bal;Apartments
10836;T4;1 150 000,00 €;203;Lisboa;Apartments
10837;T2;305 000,00 €;109;Porto;Apartments
10838;T2;325 000,00 €;131;Porto;Apartments
10839;T2;320 000,00 €;108;Porto;Apartments
1084;T3;220 000,00 €;132;Aveiro;Apartments
10840;T3;400 000,00 €;130;Porto;Apartments
10841;T2;380 000,00 €;118.38;Porto;Apartments
10842;T2;365 000,00 €;112.48;Porto;Apartments
10843;T3;645 000,00 €;142.20;Porto;Apartments
10844;T4;310 000,00 €;175.81;Set??bal;Apartments
10845;T3;315 000,00 €;127;Set??bal;Apartments
10846;T2;1 180 000,00 €;111;Lisboa;Apartments
10847;T1;351 000,00 €;46.50;Lisboa;Apartments
10848;T3;239 900,00 €;110;Porto;Apartments
10849;T3;1 695 000,00 €;188.36;Lisboa;Apartments
1085;T1;265 000,00 €;69.57;Porto;Apartments
10850;T3;1 800 000,00 €;200.53;Lisboa;Apartments
10851;T4;2 100 000,00 €;207;Lisboa;Apartments
10852;T3;1 200 000,00 €;147;Lisboa;Apartments
10853;T4;430 000,00 €;115;Set??bal;Apartments
10854;T3;255 000,00 €;100;Porto;Apartments
10855;T3;250 000,00 €;100;Porto;Apartments
10856;T1;319 900,00 €;49;Lisboa;Apartments
10857;T3;375 000,00 €;180.15;Porto;Apartments
10858;T2;220 000,00 €;60;Porto;Apartments
1086;T3;135 000,00 €;147;Santar?©m;Apartments
10860;T2;1 180 000,00 €;118;Lisboa;Apartments
10861;T2;220 000,00 €;60;Porto;Apartments
10862;T3;255 000,00 €;82;Lisboa;Apartments
10863;T2;299 900,00 €;63;Lisboa;Apartments
10864;T3;287 500,00 €;138;Braga;Apartments
10865;T3;390 000,00 €;86.70;Lisboa;Apartments
10866;T1;700 000,00 €;81;Lisboa;Apartments
10867;T1;295 900,00 €;51.49;Lisboa;Apartments
10868;T2;349 500,00 €;192;Lisboa;Apartments
10869;T2;187 500,00 €;59;Set??bal;Apartments
1087;T1;795 000,00 €;85;Lisboa;Apartments
10870;T1;275 000,00 €;100;Lisboa;Apartments
10871;T2;385 000,00 €;79;Leiria;Apartments
10872;T3;410 000,00 €;84.47;Lisboa;Apartments
10873;T2;315 000,00 €;65;Lisboa;Apartments
10874;T3;225 000,00 €;125;Lisboa;Apartments
10875;T3;450 000,00 €;94.50;Lisboa;Apartments
10876;T3;178 500,00 €;146;Leiria;Apartments
10877;T2;250 000,00 €;71.95;Lisboa;Apartments
10878;T2;250 000,00 €;72.05;Lisboa;Apartments
10879;T3;420 000,00 €;120;Lisboa;Apartments
1088;T1;185 000,00 €;72;Lisboa;Apartments
10880;T1;209 500,00 €;39;Lisboa;Apartments
10881;T1;122 000,00 €;50;Leiria;Apartments
10882;T1;155 000,00 €;65;Leiria;Apartments
10883;T2;330 000,00 €;85.93;Lisboa;Apartments
10884;T2;670 000,00 €;104;Lisboa;Apartments
10885;T2;179 000,00 €;83;Leiria;Apartments
10886;T4;167 500,00 €;130;Leiria;Apartments
10887;T3;489 900,00 €;95;Lisboa;Apartments
10888;T3;480 000,00 €;140.10;Lisboa;Apartments
10889;T3;490 000,00 €;140.10;Lisboa;Apartments
1089;T2;850 000,00 €;150.75;Faro;Apartments
10890;T2;275 400,00 €;104;Porto;Apartments
10891;T2;187 500,00 €;62;Ilha das Flores;Apartments
10892;T2;285 600,00 €;104;Porto;Apartments
